Key	en	Status	ja
SHIPPING_METHOD	Shipping Method	Uploaded	配送方法
GOT_IT	Got It	Uploaded	わかった
SEARCHING_CLIENT_CHANNEL_SETTING	Searching client channel setting	Uploaded	クライアントチャネル設定の検索
SEARCH_CLAIM_NUMBER	Search - Claim Number, Name,  Product, Color, Brand...	Uploaded	検索 - クレーム番号、名前、製品、色、ブランド...
PACKING_MATERIALS_NOT_INCLUDED	Packing materials included: No	Uploaded	梱包材が含まれています: いいえ
SYSTEM	System	Uploaded	システム
SUR_DAMAGE_QUESTIONNAIRES_WARNING	Note: Advise customers to remove their case and screen protector prior to assessing device damage.	Uploaded	注: デバイスの損傷を評価する前に、ケースとスクリーン プロテクターを外すようお客様にアドバイスしてください。
RETAIL_OSR_ADDITIONAL_DETAILS_TEXT_1	A repair technician will come to your home.	Uploaded	修理技術者がご自宅まで伺います。
VERIFYING_DEVICE_DETAILS	Verifying device details	Uploaded	デバイスの詳細の確認
EXPRESS_CHECKIN_WHICH_DEVICE_WAS_AFFECTED?	Which device was affected?	Uploaded	どのデバイスが影響を受けましたか?
MIR_THRID_PARTY_PAYMENT_SUBMITTED_IPD	A repair request has been submitted for this customer via Third Party Payment. Resume if change is needed	Uploaded	この顧客に対して、サードパーティ支払い経由で修理リクエストが送信されました。変更が必要な場合は再開する
RETAIL_OSR_ADDITIONAL_DETAILS_TEXT_4	For their safety, please ensure children and pets will be away from the repair area.	Uploaded	安全のため、子供やペットが修理エリアに近づかないようにしてください。
RETAIL_OSR_ADDITIONAL_DETAILS_TEXT_5	Our servicer may call you to perform additional triage.	Uploaded	当社のサービサーが追加の優先順位付けを行うためにお客様に電話する場合があります。
RETAIL_OSR_ADDITIONAL_DETAILS_TEXT_2	Someone over the age of 18 must be present when the technician arrives.	Uploaded	技術者が到着するときは、18 歳以上の方が立ち会わなければなりません。
RETAIL_OSR_ADDITIONAL_DETAILS_TEXT_3	Be sure the product is accessible to the technician.	Uploaded	技術者が製品にアクセスできることを確認してください。
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_7	If the customer selects the virtual card option and the card is lost, the customer will need to contact the customer support number in their cardholder agreement provided when the card is accepted.	Uploaded	顧客がバーチャル カード オプションを選択し、カードを紛失した場合、顧客は、カードの受け入れ時に提供されるカード所有者契約に記載されているカスタマー サポート番号に連絡する必要があります。
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_6	Once the customer selects a payout method it cannot be changed.	Uploaded	顧客が支払い方法を選択すると、変更することはできません。
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_5	Reimbursements through Paypal or Local Bank Transfer are received within 3 business days	Uploaded	Paypal または現地銀行振込による払い戻しは 3 営業日以内に受領されます
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_4	Paypal: Customer must have an active Paypal account before using this method and must use the email associated with their Paypal account	Uploaded	Paypal: この方法を使用する前に、顧客は有効な Paypal アカウントを持っている必要があり、Paypal アカウントに関連付けられた電子メールを使用する必要があります。
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_3	Venmo: Customer must use the mobile phone number associated with their Venmo account when selecting this method	Uploaded	Venmo: この方法を選択する場合、お客様は Venmo アカウントに関連付けられた携帯電話番号を使用する必要があります
DIGITAL_REIMBURSEMENT_INSTRCUTIONS_2	Reimbursements through Paypal and Venmo are received within 3 business days	Uploaded	Paypal と Venmo を介した払い戻しは 3 営業日以内に受領されます
OOSContact_Text	The customers replacement device was determined to be out of stock by the fulfillment vendor after the order was placed. Please log an escalation	Uploaded	注文後、フルフィルメントベンダーによって、顧客の交換用デバイスの在庫がないと判断されました。エスカレーションを記録してください
THIRD_PARTY_PAYMENT_SUBMITTED_IPD	A replacement claim has been submitted for this customer via Third Party Payment. Resume if change is needed	Uploaded	この顧客に対して、サードパーティ支払い経由で交換請求が送信されました。変更が必要な場合は再開する
COLOR	color	Uploaded	色
CREATING_PFR_SERVICE_ORDER	Creating PFR Service Order	Uploaded	PFR サービス注文の作成
MAKE_NOUN	Make	Uploaded	作る
BANK_ROUTING_NUMBER	Bank Routing Number	Uploaded	銀行ルーティング番号
SHOW_ALL_AGREEMENTS_LINK	Show all agreement Associated with this Mobile Device Number	Uploaded	このモバイル デバイス番号に関連付けられたすべての契約を表示
SMRT_PIN_ERROR_MSG	Unable to Send Smart Pin. Please verify customer using Name and Address	Uploaded	スマート PIN を送信できません。名前と住所を使用して顧客を確認してください
FAILURE_LINK_LABEL	Failure Links	Uploaded	失敗したリンク
CANCELLING_ENROLLMENT	Cancelling enrollment	Uploaded	登録をキャンセルする
ICARE_MESSAGE	Use iCare to file or resume claim for this selected agreement. Please end call on Horizon and continue on iCare	Uploaded	iCare を使用して、この選択した契約の請求を提出または再開します。 Horizo​​n での通話を終了し、iCare を続けてください
CHANGE_INFO	Change Information	Uploaded	変更情報
DAMAGE_HEADER_SMALLPARTS	What Kind of damage?	Uploaded	どのような被害ですか？
CURRENT	Current	Uploaded	現在
VALIDATING_STORE_ADDRESS	Validating store address	Uploaded	ストアの住所を検証しています
LAPTOP	Laptop	Uploaded	ラップトップ
NEXT_BUSINESS_DAY	Next business day	Uploaded	翌営業日
FETCHING_ASSET_MODEL	Fetching Asset Model	Uploaded	アセットモデルの取得
DEDUCTIBLE_SCRIPT_SAY_TESCO	Asurion operates like most insurance companies where an excess fee is required for each filed claim. The excess fee should have been explained to you when you purchased the policy. However, If you would like to review your policy terms and conditions you can visit “www.tescomobile.com/protect”. Once you read about your policy terms and conditions you can either contact us or complete your claim online.	Uploaded	Asurion は、提出された請求ごとに超過料金が必要となるほとんどの保険会社と同様に運営されています。超過料金については、保険を購入したときに説明されているはずです。ただし、保険契約条件を確認したい場合は、「www.tescomobile.com/protect」にアクセスしてください。保険契約条件をお読みになったら、当社にご連絡いただくか、オンラインで請求を完了してください。
EMAIL_ID	Email Address	Uploaded	電子メールアドレス
ACCESSORIES	Accessories	Uploaded	アクセサリー
DEREGISTERING_DEVICE	Deregistering Device	Uploaded	デバイスの登録を解除しています
PAYMENT_DECLINED_CVC	CVV is incorrect or invalid.  Update the billing details or try a different payment method.	Uploaded	CVV が正しくないか無効です。請求の詳細を更新するか、別の支払い方法を試してください。
LOADING_DEVICE_DETAILS	Loading device details...	Uploaded	デバイスの詳細を読み込んでいます...
LOADING_MERCURY_REPLACEMENT_ORDERS	Loading Mercury Replacement Orders...	Uploaded	Mercury 交換注文を読み込んでいます...
NO_EMAIL	No Email	Uploaded	メールなし
VERIFYING_EMAIL_ADDRESS	Verifying Email Address	Uploaded	メールアドレスの認証
REPLACEMENT_REPAIR_INLINE_SCRIPT	Repair eligibility will be determined upon inspection of the claimed device. If the device cannot be repaired, the customer may have option to replace it	Uploaded	修理の適格性は、請求されたデバイスの検査によって決定されます。デバイスを修理できない場合、お客様はデバイスを交換するオプションを選択できる場合があります
SUBMITTING_CLAIM	Submitting Claim	Uploaded	請求の提出
CHECKING_LOCK_STATUS	Checking lock status	Uploaded	ロック状態の確認
NAME_AND_ADDRESS_LABEL	Name & Address Validation	Uploaded	名前と住所の検証
CALL_REASON_PRIMARY_BUTTON_LABEL	Continue	Uploaded	続く
UNINSURED	Uninsured	Uploaded	無保険
CHECKBOX_VALIDATION_ERROR_LABEL	Detailed Answer is required	Uploaded	詳細な回答が必要です
RECEIPT_REQUIRED	A PFR claim is in progress. Advise customer that a receipt is required and can be uploaded at phoneclaim.com, or by clicking on the link previously provided in email	Uploaded	PFR 請求が進行中です。領収書が必要であり、phoneclaim.com にアップロードするか、以前に電子メールで提供されたリンクをクリックすることでアップロードできることをお客様に伝えます。
